0, 0.4981
512, 0.6013
1, 0.3922
1024, 0.5671
1536, 0.7108
1025, 0.4619
2, 0.4283
514, 0.5288
3, 0.2877
2048, 0.6003
2560, 0.7398
2049, 0.4945
3072, 0.7096
3584, 1
3073, 0.614
2050, 0.5383
2562, 0.6784
2051, 0.377
4, 0.401
516, 0.4917
5, 0.2631
1028, 0.4616
1540, 0.6187
1029, 0.3229
6, 0.2834
518, 0.374
7, 0
4096, 0.5758
4608, 0.7003
4097, 0.4528
5120, 0.6056
5632, 0.784
5121, 0.5145
4098, 0.5022
4610, 0.651
4099, 0.3425
6144, 0.6347
6656, 0.7936
6145, 0.5329
7168, 0.7157
7680, 1
7169, 0.6214
6146, 0.5706
6658, 0.7447
6147, 0.4145
4100, 0.4721
4612, 0.6203
4101, 0.3226
5124, 0.5105
5636, 0.705
5125, 0.3539
4102, 0.3526
4614, 0.508
4103, 0
8, 0.4415
520, 0.5286
9, 0.2909
1032, 0.5014
1544, 0.6482
1033, 0.3491
10, 0.3877
522, 0.4905
11, 0.2089
2056, 0.5339
2568, 0.6705
2057, 0.3724
3080, 0.6506
3592, 1
3081, 0.5005
2058, 0.4886
2570, 0.6312
2059, 0.2979
12, 0.3574
524, 0.4672
13, 0.2059
1036, 0.4293
1548, 0.5871
1037, 0.2486
14, 0.2869
526, 0.3656
15, 0
8192, 0.6443
8704, 0.7525
8193, 0.5387
9216, 0.7361
9728, 0.851
9217, 0.6494
8194, 0.5686
8706, 0.6896
8195, 0.4113
10240, 0.7421
10752, 0.8298
10241, 0.6491
11264, 0.8484
11776, 1
11265, 0.7751
10242, 0.6823
10754, 0.7866
10243, 0.5372
8196, 0.5329
8708, 0.6529
8197, 0.3949
9220, 0.6569
9732, 0.7696
9221, 0.5044
8198, 0.4164
8710, 0.5385
8199, 0
12288, 0.7405
12800, 0.847
12289, 0.6467
13312, 0.8072
13824, 0.9147
13313, 0.7259
12290, 0.686
12802, 0.802
12291, 0.5207
14336, 0.7899
14848, 0.8748
14337, 0.7096
15360, 0.8727
15872, 1
15361, 0.8173
14338, 0.7392
14850, 0.8257
14339, 0.5984
12292, 0.6507
12804, 0.7697
12293, 0.5071
13316, 0.7253
13828, 0.8548
13317, 0.5867
12294, 0.5279
12806, 0.6665
12295, 0
8200, 0.5838
8712, 0.6874
8201, 0.414
9224, 0.6703
9736, 0.8043
9225, 0.5253
8202, 0.5295
8714, 0.6398
8203, 0.3199
10248, 0.686
10760, 0.7829
10249, 0.5386
11272, 0.8009
11784, 1
11273, 0.6592
10250, 0.6525
10762, 0.7467
10251, 0.4472
8204, 0.4948
8716, 0.6249
8205, 0.3137
9228, 0.6127
9740, 0.7509
9229, 0.4283
8206, 0.4063
8718, 0.5215
8207, 0
16, 0.355
528, 0.4678
17, 0.2537
1040, 0.4259
1552, 0.5798
1041, 0.3075
18, 0.2627
530, 0.349
19, 0.1549
2064, 0.4648
2576, 0.6093
2065, 0.341
3088, 0.5757
3600, 1
3089, 0.4621
2066, 0.353
2578, 0.4969
2067, 0.2185
20, 0.2575
532, 0.3378
21, 0.1617
1044, 0.3047
1556, 0.4678
1045, 0.2097
22, 0.1558
534, 0.2293
23, 0
4112, 0.4247
4624, 0.5791
4113, 0.3056
5136, 0.4663
5648, 0.6871
5137, 0.3516
4114, 0.3177
4626, 0.4737
4115, 0.1999
6160, 0.503
6672, 0.6782
6161, 0.3855
7184, 0.5942
7696, 1
7185, 0.4685
6162, 0.3855
6674, 0.5647
6163, 0.2499
4116, 0.3071
4628, 0.4574
4117, 0.2068
5140, 0.35
5652, 0.5486
5141, 0.2442
4118, 0.197
4630, 0.3301
4119, 0
24, 0.2608
536, 0.3459
25, 0.1496
1048, 0.3165
1560, 0.4676
1049, 0.1947
26, 0.1857
538, 0.2778
27, 0.0913
2072, 0.3476
2584, 0.5015
2073, 0.2205
3096, 0.4654
3608, 1
3097, 0.336
2074, 0.2727
2586, 0.398
2075, 0.1461
28, 0.1949
540, 0.278
29, 0.1237
1052, 0.2573
1564, 0.4019
1053, 0.1726
30, 0.1258
542, 0.1916
31, 0
16384, 0.5575
16896, 0.634
16385, 0.4699
17408, 0.6103
17920, 0.7153
17409, 0.5066
16386, 0.51
16898, 0.5712
16387, 0.3421
18432, 0.7108
18944, 0.7895
18433, 0.6229
19456, 0.7814
19968, 1
19457, 0.702
18434, 0.6508
18946, 0.7405
18435, 0.4915
16388, 0.4607
16900, 0.5331
16389, 0.3264
17412, 0.5103
17924, 0.6235
17413, 0.3612
16390, 0.3462
16902, 0.414
16391, 0
20480, 0.6823
20992, 0.7665
20481, 0.5908
21504, 0.6853
22016, 0.8105
21505, 0.6021
20482, 0.6233
20994, 0.72
20483, 0.473
22528, 0.7807
23040, 0.8755
22529, 0.6917
23552, 0.8102
24064, 1
23553, 0.7335
22530, 0.719
23042, 0.8287
22531, 0.5816
20484, 0.5844
20996, 0.6734
20485, 0.4391
21508, 0.5987
22020, 0.7363
